RespondentId,Q23. In the past 12 months have you had a permanent address?,"Q27_1:Supplemental Nutrition Assistance Program (SNAP) also known as Food StampsA program, which provides nutrition, benefits to supplement the food budget of needy families so they can purchase healthy food and move towards self-sufficiency. (fns.usda.gov)","Q27_2:Temporary Assistance for Needy Families (TANF)A program, which provides families with monthly cash/financial assistance and support services. May include childcare, job preparation, and work assistance. (benefits.gov)","Q27_3:Women Infant and Children (WIC)A program provides foods, health referrals, and nutrition education for low-income women, infants, and children up to age five who are at nutritional risk. (fns.usda.gov)","Q27_4:MedicaidA health insurance program, which provides coverage to eligible low-income adults, children, pregnant women, elderly, and people with disabilities. (medicaid.gov)","Q27_5:Social Security Income (SSI)Monthly benefits to people with limited income and resources who are disabled, blind, or age 65 or older. (ssa.gov)","Q27_6:Military/Veteran ServicesBenefits such as financial and other forms of assistance provided to veterans, their dependents, and survivors. (va.gov)",Q27_7:Unemployment BenefitsFinancial support for individuals that lost their job and meet eligibility requirements. (twc.texas.gov),Q27_8:None,Q27_9:Other,Q29_1:Free emergency food,Q29_2:Free emergency rent assistance,"Q29_3:Free guidance to apply for government food programs (SNAP, WIC, etc)","Q29_4:Free guidance to apply for government housing programs (rent assistance, etc)","Q29_5:Free guidance to apply for other government programs (TANF, etc)",Q29_6:Dont Know Any,Q30_1:Free emergency food,Q30_2:Free emergency rent assistance,"Q30_3:Free guidance to apply for government food programs (SNAP, WIC, etc)","Q30_4:Free guidance to apply for government housing programs (rent assistance, etc)","Q30_5:Free guidance to apply for other government programs (TANF, etc)",Q30_6:None,"Q31. For UTEP students, how difficult is it to get emergency food assistance?",Q32_1:Lack of information (it's not clear which sites offer emergency food assistance),Q32_2:Lack of transportation,Q32_3:The sites are located too far away,Q32_4:The sites have inconvenient hours of operation,Q32_5:It is too uncomfortable to pick up emergency food assistance,Q32_6:None,Q34_1:UTEP Food Pantry,Q34_2:Kelly Center for Hunger Relief,Q34_3:El Pasoans Fighting Hunger Food Bank,Q34_4:Another food pantry or food bank,"Q41. How often have you found it difficult to concentrate on your schoolwork because you are worried about paying for food, rent, transportation, or other necessities?","Q42. Have you had to delay the completion of your degree, because you did not have enough money for food, rent, transportation or other necessities?","Q43. How often do you think about delaying the completion of your degree, because you do not have enough money for food, rent, transportation or other necessities?","Q46. In general, how would you rate your mental health, including your mood and your ability to think?","Q48. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Attended a protest or rally","Q49. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Attended a meeting about an issue facing your local community or schools","Q50. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Wrote and posted political messages online","Q51. During the past 12 months, how often did you do each of the following? Mark one answer in each row. - Bought or avoided a product because of the company's social or political values",PermAdd,GovAss,AvailRes,MoreAvailRes,DiffLvlFA,ChallFA,EmergFood,DiffConcentrate,DelayComplDegree,TimeDelayComplDegree,RateMentalHealth,AttendProtest,AttendLocalComm,PoliticMess,CompValues
95848193,1,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,1,Yes,9 11,,1,I am not sure,1,,Never,No,Never,Fair,Never,Never,Never,Never
95848198,1,1,NA,NA,7,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,3,1,NA,3,4,NA,NA,1,NA,NA,NA,2,3,3,2,2,2,1,1,Yes,1 7 9,1,1 2 3 4 5,A little difficult,1 3 4,1,About once a week,No,Never,Vert Good,Once,Once,Never,Never
95848209,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,2,NA,4,NA,NA,NA,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,1,1,1,1,Yes,15,2 4,4,Very difficult,1,,About once a month,"Yes, by 1 semester",Sometimes,Fair,Never,Never,Never,Never
95848218,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,3,4,5,NA,2,1,2,3,4,5,NA,NA,NA,3,4,2,3,3,4,2,2,1,3,Yes,15,1 2 3 4 5,1 2 3 4 5,Moderately difficult,1 2 3 4 5,3 4,About once a week,No,Never,Fair,Once,Once,Never,A few times
95848221,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,4,NA,NA,1,2,3,4,5,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,2,2,1,1,Yes,15,1 2 4,1 2 3 4 5,Not difficult at all,1 2,,Never,No,Never,Fair,Once,Once,Never,Never
95848236,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,3,4,NA,NA,3,1,NA,3,4,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,1,1,No,15,,3 4,A little difficult,1 3 4,,Almost every day,No,Sometimes,Good,Never,Once,Never,Never
95848246,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,1,1,1,Yes,15,,1,I am not sure,1 2,,About once a month,No,Sometimes,Good,Never,Never,Never,Never
95848247,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,NA,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,1,1,1,1,Yes,15,,1 2 3 5,I am not sure,1,,About once a month,No,Sometimes,Fair,Never,Never,Never,Never
95848250,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,NA,NA,NA,1,2,3,4,5,NA,5,1,2,NA,NA,5,NA,NA,NA,NA,NA,3,3,3,3,1,1,NA,2,Yes,15,1 2,1 2 3 4 5,I am not sure,1 2 5,,About once a month,No,Never,Good,Never,Never,NA,Once
95848257,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,Yes,15,,1 2 3 4 5,I am not sure,1,,About once a month,No,Never,Excellent,Never,Never,Never,Never
95848273,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,3,2,5,1,1,5,3,Yes,15,1,2,Moderately difficult,3,,Almost every day,No,Sometimes,Poor,Never,Never,A lot,A few times
95848276,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,1,1,1,Yes,1,,1 2 3 4 5,I am not sure,1,,About once a month,No,Sometimes,Vert Good,Once,Never,Never,Never
95848335,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,3,3,3,3,1,1,1,1,Yes,15,,1,I am not sure,1,,About once a month,No,Never,Good,Never,Never,Never,Never
95848358,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,2,3,NA,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,1,1,2,3,Yes,7,4,1 2 3 5,I am not sure,1,4,About once a month,No,Sometimes,Good,Never,Never,Once,A few times
95848371,1,NA,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,4,5,NA,1,2,3,4,5,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Yes,9,1 4 5,1 2 3 4 5,I am not sure,1 2,4,NA,NA,NA,NA,NA,NA,NA,NA
95848377,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,1,1,1,Yes,15,1,2,I am not sure,1,,Never,No,Never,Vert Good,Never,Never,Never,Never
95848383,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,NA,NA,NA,NA,NA,3,4,5,NA,5,1,NA,NA,4,NA,NA,NA,NA,NA,4,3,3,3,3,1,1,1,3,Yes,15,1 2,3 4 5,I am not sure,1 4,4,About once a month,No,Never,Good,Never,Never,Never,A few times
95848384,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,2,NA,4,NA,NA,NA,NA,NA,NA,4,3,3,1,1,1,1,1,Yes,15,,1 2 3 4 5,I am not sure,1 2 4,,Never,No,Never,Excellent,Never,Never,Never,Never
95848387,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,4,5,NA,NA,NA,NA,NA,4,3,3,1,1,1,1,1,Yes,15,1,1 2,A little difficult,1 4 5,,Never,No,Never,Excellent,Never,Never,Never,Never
95848420,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,4,NA,NA,NA,NA,NA,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,1,1,1,1,Yes,15,1 4,4 5,I am not sure,1,4,About once a month,No,Sometimes,Good,Never,Never,Never,Never
95848436,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,3,4,5,NA,1,2,NA,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,2,1,3,Yes,15,1 2 3 4 5,1 2 4,I am not sure,1,,About once a month,No,Sometimes,Good,Never,Once,Never,A few times
95848440,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,2,3,4,5,NA,NA,NA,NA,NA,3,3,2,4,1,1,1,1,Yes,15,,1 2 3 4 5,I am not sure,1 2 3 4 5,,About once a month,No,Sometimes,Fair,Never,Never,Never,Never
95848442,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,15,,1 2 3 4 5,I am not sure,1,,NA,NA,NA,NA,NA,NA,NA,NA
95848447,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,6,NA,NA,3,4,5,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,1,2,1,1,Yes,16,16,3 4 5,I am not sure,1 2,,Never,No,Never,Excellent,Never,Once,Never,Never
95848476,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,1,1,Moderately difficult,1 3,,NA,NA,NA,NA,NA,NA,NA,NA
95848480,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,NA,NA,NA,1,NA,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,2,1,3,3,Yes,15,3,1 3 4 5,I am not sure,1,,Never,No,Never,Fair,Once,Never,A few times,A few times
95848525,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,1,1,1,Yes,15,,1 2 3 4 5,I am not sure,1 2,,About once a week,No,Sometimes,Fair,Never,Never,Never,Never
95848581,1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,2,1,1,1,1,Yes,13,,1 2 3 4 5,Moderately difficult,1,3,About once a week,"Yes, by 1 semester",Sometimes,Vert Good,Never,Never,Never,Never
95848648,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,NA,3,4,NA,NA,5,NA,NA,3,NA,NA,NA,1,NA,3,4,3,3,3,3,2,1,3,4,Yes,15,1,1 3 4,I am not sure,3,1 3 4,About once a month,No,Never,Good,Once,Never,A few times,Several times
95848659,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,NA,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,1,1,1,1,Yes,15,,1 4,Moderately difficult,1,,Never,No,Never,Excellent,Never,Never,Never,Never
95848663,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,2,1,4,Yes,15,1,2 3 4 5,I am not sure,1,,Almost every day,"Yes, by 2 semesters or more",Often,Fair,Never,Once,Never,Several times
95848666,1,NA,NA,NA,7,9,NA,NA,NA,NA,1,NA,3,NA,5,NA,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,4,3,3,2,1,1,1,1,Yes,7 9,1 3 5,1 2,I am not sure,1,,Never,No,Never,Vert Good,Never,Never,Never,Never
95848671,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,NA,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,2,NA,NA,2,3,2,3,3,4,4,4,Yes,1,1 2 3 4 5,1 2,Moderately difficult,1,1 2,About once a week,No,Sometimes,Good,A few times,Several times,Several times,Several times
95848706,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,1,1,2,3,4,5,NA,NA,NA,NA,4,1,1,1,4,1,1,1,2,Yes,5 7,,1 2 3 4 5,Very difficult,1 2 3 4 5,4,Almost every day,"Yes, by 2 semesters or more",Often,Fair,Never,Never,Never,Once
95848772,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,3,1,NA,3,NA,5,NA,NA,NA,NA,4,1,1,2,4,3,2,4,4,Yes,7,1,2 3 4 5,A little difficult,1 3 5,4,Almost every day,"Yes, by 2 semesters or more",Sometimes,Fair,A few times,Once,Several times,Several times
95848789,1,1,NA,5,7,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,3,NA,3,3,2,5,1,2,1,1,Yes,1 5 7,1 3,1,I am not sure,1,3,About once a month,No,Sometimes,Poor,Never,Once,Never,Never
95848800,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,1,1,1,Yes,15,,1 2 3 4 5,I am not sure,3,,Never,No,Never,Good,Never,Never,Never,Never
95848836,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,15,,1,I am not sure,1,,NA,NA,NA,NA,NA,NA,NA,NA
95848852,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,5,NA,5,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,3,3,3,4,1,1,1,1,Yes,15,,4 5,I am not sure,1,1,About once a month,No,Never,Fair,Never,Never,Never,Never
95848855,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,NA,3,4,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,1,Yes,15,,1 3 4 5,Moderately difficult,1,,About once a week,"Yes, by 1 semester",Sometimes,Vert Good,Never,Never,Never,Never
95848861,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,3,NA,NA,NA,NA,2,3,4,5,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,3,1,4,1,2,1,1,Yes,15,1 3,2 3 4 5,I am not sure,5,,Almost every day,No,Often,Fair,Never,Once,Never,Never
95848868,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,2,3,2,3,1,3,1,5,Yes,7,,1,I am not sure,1 5,,About once a week,No,Sometimes,Good,Never,A few times,Never,A lot
95848877,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,4,3,3,1,1,1,1,1,Yes,1,1 2 3,1,I am not sure,1,,Never,No,Never,Excellent,Never,Never,Never,Never
95848910,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,1,1,1,4,Yes,15,1,1 2 3 4 5,I am not sure,1,,About once a month,No,Sometimes,Poor,Never,Never,Never,Several times
95848916,2,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,3,4,5,NA,4,1,2,3,NA,NA,NA,1,NA,NA,NA,3,3,3,3,1,1,1,1,No,15,1,1 2 3 4 5,Not difficult at all,1 2 3,1,About once a month,No,Never,Good,Never,Never,Never,Never
95848930,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,1,3,3,4,3,3,No,15,,1,I am not sure,4,,About once a week,"Yes, by 2 semesters or more",Often,Good,A few times,Several times,A few times,A few times
95849020,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,NA,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,4,2,3,Yes,15,1,1 2 4,I am not sure,1,,About once a week,"Yes, by 2 semesters or more",Sometimes,Vert Good,Once,Several times,Once,A few times
95849101,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,2,3,4,5,NA,NA,NA,NA,NA,1,2,1,5,1,1,1,5,Yes,15,,1 2 3 4 5,I am not sure,1 2 3 4 5,,Almost every day,"Yes, by 1 semester",Often,Poor,Never,Never,Never,A lot
95849170,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,1,1,1,2,Yes,15,1,2 4 5,I am not sure,1,,About once a week,No,Never,Fair,Never,Never,Never,Once
95849172,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,15,2,1,I am not sure,1,,NA,NA,NA,NA,NA,NA,NA,NA
95849179,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,6,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,16,16,4,I am not sure,1,,NA,NA,NA,NA,NA,NA,NA,NA
95849183,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,3,4,5,NA,5,1,2,NA,NA,5,NA,NA,NA,NA,NA,1,3,1,4,1,1,1,1,Yes,15,,3 4 5,I am not sure,1 2 5,,Almost every day,No,Often,Fair,Never,Never,Never,Never
95849191,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,NA,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,1,1,1,3,Yes,15,,1 3 4 5,I am not sure,1,,Never,No,Never,Fair,Never,Never,Never,A few times
95849195,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,5,1,NA,3,4,5,NA,NA,NA,NA,NA,1,3,1,5,2,4,1,5,Yes,15,,1 2 3 4 5,I am not sure,1 3 4 5,,Almost every day,No,Often,Poor,Once,Several times,Never,A lot
95849207,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,3,4,NA,NA,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,4,3,1,3,4,1,3,3,2,Yes,7,1 3 4,2,A little difficult,1,1 4,About once a month,"Yes, by 2 semesters or more",Never,Fair,Never,A few times,A few times,Once
95849212,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,4,5,NA,1,2,NA,NA,NA,NA,5,1,2,3,4,5,NA,NA,NA,NA,NA,4,2,3,3,1,1,1,1,Yes,15,3 4 5,1 2,I am not sure,1 2 3 4 5,,Never,"Yes, by 1 semester",Never,Good,Never,Never,Never,Never
95849224,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,15,,1 2,I am not sure,1,,NA,NA,NA,NA,NA,NA,NA,NA
95849258,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,1,1,1,No,15,,1,I am not sure,1,,About once a month,No,Sometimes,Good,Never,Never,Never,Never
95849259,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,3,4,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,1,1,3,2,Yes,15,,3 4 5,I am not sure,1,,About once a month,No,Never,Poor,Never,Never,A few times,Once
95849306,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,4,1,3,3,No,15,5,4,I am not sure,1,,Almost every day,No,Sometimes,Good,Several times,Never,A few times,A few times
95849326,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,5,1,2,NA,NA,NA,NA,NA,2,NA,NA,1,3,3,2,1,1,1,3,Yes,1,1,2 4,I am not sure,1 2,2,Almost every day,No,Never,Vert Good,Never,Never,Never,A few times
95849335,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,2,3,4,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,4,2,2,3,1,Yes,15,,1 2 3 4 5,A little difficult,1,,Never,No,Often,Fair,Once,Once,A few times,Never
95849351,1,1,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,4,5,NA,4,1,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,1,3,1,1,1,3,Yes,1 7,1,2 3 4 5,Not difficult at all,1 4,,Almost every day,No,Often,Good,Never,Never,Never,A few times
95849359,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,3,4,5,NA,NA,NA,NA,NA,NA,TRUE,5,1,2,NA,NA,5,NA,NA,NA,NA,4,3,3,2,4,1,1,1,4,Yes,7,1 3 4 5,1,I am not sure,1 2 5,4,About once a month,No,Sometimes,Fair,Never,Never,Never,Several times
95849376,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,1,NA,NA,NA,3,2,2,3,1,1,1,1,Yes,15,1,2,A little difficult,1 2,1,About once a month,"Yes, by 1 semester",Sometimes,Good,Never,Never,Never,Never
95849392,2,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,NA,NA,NA,NA,1,2,3,4,5,NA,4,1,2,NA,NA,5,NA,NA,NA,NA,NA,3,3,3,4,1,1,1,1,No,15,1 2,1 2 3 4 5,Not difficult at all,1 2 5,,About once a month,No,Never,Fair,Never,Never,Never,Never
95849420,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,4,3,3,1,1,1,1,1,No,15,,1,I am not sure,1,,Never,No,Never,Excellent,Never,Never,Never,Never
95849463,1,NA,NA,NA,7,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,4,NA,NA,3,1,NA,3,4,5,NA,NA,NA,NA,NA,3,1,3,3,1,2,3,1,Yes,7 9,1,1 2 4,A little difficult,1 3 4 5,,About once a month,"Yes, by 2 semesters or more",Never,Good,Never,Once,A few times,Never
95849466,2,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,4,1,1,No,15,1,1 2,A little difficult,1,,Almost every day,No,Often,Good,A few times,Several times,Never,Never
95849491,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,5,NA,5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,3,3,3,3,1,2,1,2,Yes,15,,4 5,I am not sure,1,,About once a month,No,Never,Good,Never,Once,Never,Once
95849493,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,2,1,1,No,15,,1,I am not sure,1,,About once a week,"Yes, by 2 semesters or more",Sometimes,Good,Never,Once,Never,Never
95849510,1,NA,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,4,NA,NA,NA,NA,3,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,1,1,1,1,Yes,15,1 4,3 4,I am not sure,1,,Never,No,Never,Vert Good,Never,Never,Never,Never
95849513,1,1,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,6,1,2,3,4,NA,NA,5,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,3,3,3,1,1,1,1,1,Yes,1 16,16,1 2 3 4,I am not sure,1,1,About once a month,No,Never,Excellent,Never,Never,Never,Never
95849541,1,1,NA,5,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,1,1,1,1,Yes,1 5 7,1,3 4,Moderately difficult,1,,Never,"Yes, by 2 semesters or more",Sometimes,Vert Good,Never,Never,Never,Never
95849546,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,TRUE,NA,NA,NA,4,1,1,3,3,1,1,1,1,Yes,5,,1,Moderately difficult,5 1,4,Almost every day,"Yes, by 2 semesters or more",Never,Good,Never,Never,Never,Never
